ip.addr,ip.dst,tcp.dstport,ip.len,frame.time_delta_displayed
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000641000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000633000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000627000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000623000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000614000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000613000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000612000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000604000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000602000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000602000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000594000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000591000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000584000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000583000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000583000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000580000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000580000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000580000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000569000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000565000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000556000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000537000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000532000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000530000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000525000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000514000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000506000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000505000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000502000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000496000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000495000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000493000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000489000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000483000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000480000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000479000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000478000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000476000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000476000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000475000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000475000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000474000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000473000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000468000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000462000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000457000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000451000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000450000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000448000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000445000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000444000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000442000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000441000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000439000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000438000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000437000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000436000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000435000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000433000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000431000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000424000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000423000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000422000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000420000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000420000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000413000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000411000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000407000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000405000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000404000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000403000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000400000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000393000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000390000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000390000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000389000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000387000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000387000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000384000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000383000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000380000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000377000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000376000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000375000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000375000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000374000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000373000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000371000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000370000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000369000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000367000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000367000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000367000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000367000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000365000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000363000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000363000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000362000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000355000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000355000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000353000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000349000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000346000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000343000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000340000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000340000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000339000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000337000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000336000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000334000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000334000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000330000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000326000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000324000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000324000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000322000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000320000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000319000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000318000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000318000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000314000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000311000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000310000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000308000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000305000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000304000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000300000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000300000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000299000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000298000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000295000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000294000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000293000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000292000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000292000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000291000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000290000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000289000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000288000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000287000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000285000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000285000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000285000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000284000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000282000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000282000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000279000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000279000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000279000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000279000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000279000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000277000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000275000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000275000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000274000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000274000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000270000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000268000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000268000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000267000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000267000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000265000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000264000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000264000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000264000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000263000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000263000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000262000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000261000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000260000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000260000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000260000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000259000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000259000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000258000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000258000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000257000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000256000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000255000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000255000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000254000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000253000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000253000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000251000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000251000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000250000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000250000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000250000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000249000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000249000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000248000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000248000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000247000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000246000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000246000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000243000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000239000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000238000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000238000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000236000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000236000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000235000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000234000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000233000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000233000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000232000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000232000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000231000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000230000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000229000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000228000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000228000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000228000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000228000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000225000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000225000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000224000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000224000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000224000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000223000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000222000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000222000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000222000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000218000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000218000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000217000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000216000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000215000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000214000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000214000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000214000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000213000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000213000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000211000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000211000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000210000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000210000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000210000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000209000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000209000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000208000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000208000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000206000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000205000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000205000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000204000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000203000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000203000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000202000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000202000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000202000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000201000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000199000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000197000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000196000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000196000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000196000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000195000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000194000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000194000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000193000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000193000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000193000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000192000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000192000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000192000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000191000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000191000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000190000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000189000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000189000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000189000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000188000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000188000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000188000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000187000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000186000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000186000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000186000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000185000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000185000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000184000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000184000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000184000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000184000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000182000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000181000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000181000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000181000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000181000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000181000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000180000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000180000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000180000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000180000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000178000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000178000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000178000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000177000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000177000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000177000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000176000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000175000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000175000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000175000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000173000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000172000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000171000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000170000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000170000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000170000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000170000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000169000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000168000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000168000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000168000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000168000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000167000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000167000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000167000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000167000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000166000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000166000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000166000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000166000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000165000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000164000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000164000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000164000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000163000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000163000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000162000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000162000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000162000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000162000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000162000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000161000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000160000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000160000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000160000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000160000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000160000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000159000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000159000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000158000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000158000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000158000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000157000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000156000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000156000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000156000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000155000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000155000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000155000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000155000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000154000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000154000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000154000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000153000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000153000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000153000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000152000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000152000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000151000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000151000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000151000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000151000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000151000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000151000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000151000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000150000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000149000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000149000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000149000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000149000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000149000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000148000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000148000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000148000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000147000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000147000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000147000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000146000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000146000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000145000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000145000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000145000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000144000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000143000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000143000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000143000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000142000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000142000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000142000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000141000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000141000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000141000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000140000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000139000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000139000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000139000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000139000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000139000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000139000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000139000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000139000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000138000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000138000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000138000
10.6.12.203,5.101.51.151,5.101.51.151,80,40,0.000138000
